도감번호,이름,KPNI국명,학명,관찰기준학명,과,자생구분,관찰건수,개화기_초안,계절_초안,희귀도_초안,관찰합계,관찰월분포,출처,기존200종,기존학명_낡음,대표색,주요서식지,AI난이도,비슷한꽃
,돌외,돌외,Gynostemma pentaphyllum,,Cucurbitaceae,자생식물,655,,,흔함,289,1:15/2:0/3:4/4:42/5:42/6:40/7:43/8:28/9:42/10:26/11:7/12:0,GBIF관찰+KPNI정명,,,,,,
,고추,고추,Capsicum annuum,,Solanaceae,재배식물,654,,,흔함,13,1:0/2:0/3:0/4:0/5:0/6:3/7:0/8:1/9:4/10:5/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,전호,전호,Anthriscus sylvestris,,Apiaceae,자생식물,652,4~6월,봄,흔함,216,1:5/2:1/3:2/4:30/5:72/6:44/7:20/8:11/9:16/10:9/11:5/12:1,GBIF관찰+KPNI정명,,,,,,
,미국실새삼,미국실새삼,Cuscuta campestris,,Convolvulaceae,외래식물,650,6~10월,여름,흔함,89,1:0/2:0/3:0/4:0/5:0/6:16/7:22/8:15/9:17/10:12/11:7/12:0,GBIF관찰+KPNI정명,,,,,,
,큰망초,큰망초,Erigeron sumatrensis,,Asteraceae,외래식물,649,7~9월,여름,흔함,129,1:9/2:0/3:9/4:10/5:8/6:8/7:13/8:34/9:32/10:6/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,진범,진범,Aconitum pseudolaeve,,Ranunculaceae,자생식물,648,8~9월,가을,흔함,162,1:7/2:0/3:0/4:20/5:13/6:14/7:4/8:35/9:54/10:14/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,선괭이밥,선괭이밥,Oxalis stricta,,Oxalidaceae,자생식물,648,5~9월,여름,흔함,339,1:12/2:0/3:1/4:15/5:70/6:67/7:75/8:39/9:47/10:11/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,가는기린초,가는기린초,Phedimus aizoon,,Crassulaceae,자생식물,647,5~8월,여름,흔함,138,1:4/2:0/3:0/4:1/5:18/6:49/7:34/8:19/9:13/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,큰엉겅퀴,큰엉겅퀴,Cirsium pendulum,,Asteraceae,자생식물,646,8~10월,가을,흔함,354,1:24/2:0/3:1/4:10/5:26/6:50/7:31/8:43/9:105/10:55/11:9/12:0,GBIF관찰+KPNI정명,,,,,,
,물양지꽃,물양지꽃,Potentilla cryptotaeniae,,Rosaceae,자생식물,645,7~9월,여름,흔함,239,1:16/2:0/3:0/4:2/5:15/6:20/7:84/8:55/9:39/10:8/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,왜현호색,왜현호색,Corydalis ambigua,,Fumariaceae,자생식물,643,4월,봄,흔함,142,1:0/2:1/3:26/4:83/5:24/6:1/7:3/8:0/9:2/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,도깨비가지,도깨비가지,Solanum carolinense,,Solanaceae,외래식물,641,6~9월,여름,흔함,454,1:2/2:1/3:4/4:3/5:36/6:100/7:120/8:69/9:71/10:37/11:9/12:2,GBIF관찰+KPNI정명,,,,,,
,눈괴불주머니,눈괴불주머니,Corydalis ochotensis,,Fumariaceae,자생식물,639,8~9월,가을,흔함,243,1:18/2:0/3:0/4:8/5:32/6:16/7:17/8:42/9:86/10:12/11:12/12:0,GBIF관찰+KPNI정명,,,,,,
,마디꽃,마디꽃,Rotala indica,,Lythraceae,자생식물,638,9~10월,가을,흔함,50,1:3/2:0/3:0/4:0/5:0/6:1/7:3/8:8/9:25/10:10/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,잔개자리,잔개자리,Medicago lupulina,,Fabaceae,외래식물,634,5~7월,여름,흔함,190,1:2/2:0/3:0/4:19/5:58/6:52/7:37/8:12/9:8/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,애기며느리밥풀,애기며느리밥풀,Melampyrum setaceum,,Scrophulariaceae,자생식물,633,8~9월,가을,흔함,145,1:21/2:0/3:0/4:6/5:1/6:9/7:15/8:38/9:43/10:11/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,새비나무,새비나무,Callicarpa mollis,,Verbenaceae,자생식물,632,5~6월,여름,흔함,197,1:7/2:0/3:0/4:12/5:27/6:69/7:21/8:19/9:14/10:18/11:9/12:1,GBIF관찰+KPNI정명,,,,,,
,청괴불나무,청괴불나무,Lonicera subsessilis,,Caprifoliaceae,자생식물,630,5~9월,여름,흔함,163,1:5/2:0/3:0/4:7/5:41/6:42/7:24/8:20/9:19/10:5/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,북점나도나물,북점나도나물,Cerastium holosteoides,,Caryophyllaceae,자생식물,629,4~5월,봄,흔함,183,1:0/2:1/3:21/4:52/5:95/6:7/7:2/8:0/9:1/10:2/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,좀싸리,좀싸리,Lespedeza virgata,,Fabaceae,자생식물,629,7~9월,여름,흔함,176,1:10/2:0/3:0/4:1/5:6/6:9/7:34/8:57/9:45/10:12/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,쥐다래,쥐다래,Actinidia kolomikta,,Actinidiaceae,자생식물,628,5~9월,여름,흔함,176,1:7/2:0/3:1/4:5/5:33/6:49/7:38/8:20/9:18/10:1/11:4/12:0,GBIF관찰+KPNI정명,,,,,,
,개싸리,개싸리,Lespedeza tomentosa,,Fabaceae,자생식물,626,8~9월,가을,흔함,193,1:11/2:0/3:4/4:1/5:6/6:9/7:23/8:41/9:72/10:25/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,풀솜나물,풀솜나물,Euchiton japonicus,,Asteraceae,자생식물,624,4~7월,여름,흔함,188,1:6/2:0/3:4/4:19/5:52/6:28/7:23/8:11/9:17/10:25/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,참소리쟁이,참소리쟁이,Rumex japonicus,,Polygonaceae,자생식물,623,5~7월,여름,흔함,167,1:5/2:0/3:2/4:8/5:25/6:61/7:28/8:19/9:16/10:1/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,청시닥나무,청시닥나무,Acer barbinerve,,Aceraceae,자생식물,621,4~7월,여름,흔함,89,1:2/2:0/3:0/4:10/5:25/6:14/7:20/8:7/9:7/10:3/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,노랑갈퀴,노랑갈퀴,Vicia chosenensis,,Fabaceae,자생식물,621,5~7월,여름,흔함,221,1:13/2:0/3:1/4:4/5:60/6:48/7:34/8:20/9:29/10:12/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,물매화,물매화,Parnassia palustris,,Saxifragaceae,자생식물,620,8~10월,가을,흔함,154,1:31/2:0/3:0/4:5/5:2/6:2/7:7/8:24/9:37/10:43/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,카나다엉겅퀴,카나다엉겅퀴,Cirsium arvense,,Asteraceae,외래식물,615,,,흔함,20,1:0/2:0/3:0/4:0/5:6/6:3/7:2/8:3/9:1/10:4/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,까치밥나무,까치밥나무,Ribes mandshuricum,,Saxifragaceae,자생식물,611,4~7월,여름,흔함,141,1:1/2:0/3:2/4:18/5:37/6:27/7:13/8:11/9:29/10:2/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,양미역취,양미역취,Solidago altissima,,Asteraceae,외래식물,610,10월,가을,흔함,455,1:6/2:9/3:3/4:13/5:57/6:74/7:58/8:21/9:27/10:128/11:43/12:16,GBIF관찰+KPNI정명,,,,,,
,비짜루국화,비짜루국화,Symphyotrichum subulatum,,Asteraceae,외래식물,610,8~10월,가을,흔함,106,1:23/2:0/3:0/4:1/5:1/6:3/7:4/8:18/9:33/10:20/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,머루,머루,Vitis coignetiae,,Vitaceae,자생식물,608,5~9월,여름,흔함,222,1:8/2:0/3:0/4:14/5:30/6:40/7:43/8:36/9:34/10:11/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
,선괴불주머니,선괴불주머니,Corydalis pauciovulata,,Fumariaceae,자생식물,606,9~10월,가을,흔함,371,1:37/2:0/3:0/4:12/5:13/6:30/7:26/8:47/9:151/10:53/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,들깨,들깨,Perilla frutescens,,Lamiaceae,재배식물,606,9~10월,가을,흔함,313,1:12/2:0/3:0/4:2/5:7/6:28/7:20/8:23/9:140/10:75/11:5/12:1,GBIF관찰+KPNI정명,,,,,,
87,배롱나무,배롱나무,Lagerstroemia indica,,Lythraceae,재배식물,605,7~9월,여름,흔함,292,1:5/2:3/3:0/4:9/5:9/6:25/7:64/8:104/9:47/10:21/11:4/12:1,GBIF관찰+KPNI정명,Y,,분홍,공원·가로수,중,-
,감탕나무,감탕나무,Ilex integra,,Aquifoliaceae,자생식물,603,4~6월,봄,흔함,81,1:16/2:0/3:3/4:18/5:7/6:7/7:4/8:6/9:2/10:11/11:6/12:1,GBIF관찰+KPNI정명,,,,,,
,어리연꽃,어리연꽃,Nymphoides indica,,Menyanthaceae,자생식물,603,6~10월,여름,흔함,51,1:1/2:0/3:0/4:0/5:2/6:8/7:9/8:13/9:9/10:8/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,금불초,금불초,Inula japonica,,Asteraceae,자생식물,602,7~10월,가을,흔함,183,1:13/2:0/3:0/4:3/5:2/6:9/7:39/8:47/9:50/10:20/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,금난초,금난초,Cephalanthera falcata,,Orchidaceae,자생식물,601,5월,봄,흔함,185,1:1/2:0/3:0/4:26/5:129/6:12/7:9/8:3/9:2/10:3/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,여뀌바늘,여뀌바늘,Ludwigia epilobioides,,Onagraceae,자생식물,601,8~10월,가을,흔함,368,1:44/2:0/3:0/4:7/5:0/6:7/7:25/8:62/9:129/10:88/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
,아구장나무,아구장나무,Spiraea ouensanensis,,Rosaceae,자생식물,596,5~6월,여름,흔함,56,1:0/2:0/3:0/4:7/5:26/6:10/7:3/8:4/9:6/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
114,애기나팔꽃,애기나팔꽃,Ipomoea lacunosa,,Convolvulaceae,외래식물,593,9~10월,가을,흔함,260,1:5/2:0/3:0/4:0/5:0/6:1/7:7/8:22/9:164/10:58/11:3/12:0,GBIF관찰+KPNI정명,Y,,흰색,공터·하천,상,나팔꽃
,뺑쑥,뺑쑥,Artemisia lancea,,Asteraceae,자생식물,592,7~10월,가을,흔함,191,1:13/2:2/3:0/4:2/5:6/6:15/7:27/8:29/9:70/10:27/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,황벽나무,황벽나무,Phellodendron amurense,,Rutaceae,자생식물,591,5~9월,여름,흔함,120,1:8/2:0/3:2/4:4/5:13/6:31/7:22/8:11/9:18/10:9/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,어저귀,어저귀,Abutilon theophrasti,,Malvaceae,외래식물,590,7~10월,가을,흔함,184,1:15/2:2/3:1/4:4/5:2/6:9/7:41/8:41/9:41/10:22/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
,남오미자,남오미자,Kadsura japonica,,Schisandraceae,자생식물,588,6~10월,여름,흔함,209,1:19/2:3/3:12/4:24/5:11/6:22/7:34/8:20/9:38/10:14/11:12/12:0,GBIF관찰+KPNI정명,,,,,,
,털머위,털머위,Farfugium japonicum,,Asteraceae,자생식물,587,9~11월,가을,흔함,253,1:18/2:2/3:17/4:27/5:19/6:13/7:28/8:11/9:30/10:32/11:45/12:11,GBIF관찰+KPNI정명,,,,,,
,큰도둑놈의갈고리,큰도둑놈의갈고리,Hylodesmum oldhamii,,Fabaceae,자생식물,587,7~9월,여름,흔함,222,1:8/2:0/3:0/4:2/5:4/6:11/7:35/8:86/9:64/10:11/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,헛개나무,헛개나무,Hovenia dulcis,,Rhamnaceae,자생식물,580,6~8월,여름,흔함,171,1:7/2:1/3:1/4:12/5:11/6:60/7:28/8:27/9:8/10:9/11:5/12:2,GBIF관찰+KPNI정명,,,,,,
,옥녀꽃대,옥녀꽃대,Chloranthus fortunei,,Chloranthaceae,자생식물,578,4~5월,봄,흔함,250,1:1/2:0/3:9/4:89/5:92/6:27/7:8/8:3/9:9/10:5/11:7/12:0,GBIF관찰+KPNI정명,,,,,,
,방울비짜루,방울비짜루,Asparagus oligoclonos,,Liliaceae,자생식물,575,5~6월,여름,흔함,225,1:12/2:0/3:0/4:13/5:92/6:39/7:15/8:14/9:32/10:8/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,괭이싸리,괭이싸리,Lespedeza pilosa,,Fabaceae,자생식물,575,5~10월,여름,흔함,226,1:19/2:0/3:0/4:7/5:25/6:40/7:31/8:34/9:39/10:31/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,대나물,대나물,Gypsophila oldhamiana,,Caryophyllaceae,자생식물,572,6~9월,여름,흔함,158,1:11/2:0/3:0/4:11/5:11/6:20/7:23/8:43/9:29/10:8/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,연복초,연복초,Adoxa moschatellina,,Adoxaceae,자생식물,569,4월,봄,흔함,257,1:1/2:1/3:26/4:169/5:55/6:0/7:1/8:3/9:0/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,벋음씀바귀,벋음씀바귀,Ixeris japonica,,Asteraceae,자생식물,564,4~5월,봄,흔함,141,1:6/2:0/3:0/4:31/5:64/6:19/7:4/8:4/9:7/10:3/11:3/12:0,GBIF관찰+KPNI변종정명,,,,,,
,멀꿀,멀꿀,Stauntonia hexaphylla,,Lardizabalaceae,자생식물,564,4~9월,여름,흔함,205,1:16/2:2/3:9/4:39/5:34/6:26/7:16/8:15/9:17/10:12/11:15/12:4,GBIF관찰+KPNI정명,,,,,,
,파드득나물,파드득나물,Cryptotaenia japonica,,Apiaceae,자생식물,563,5~10월,여름,흔함,226,1:6/2:0/3:1/4:15/5:23/6:44/7:48/8:44/9:22/10:20/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,매자나무,매자나무,Berberis koreana,,Berberidaceae,자생식물,562,5월,봄,흔함,50,1:9/2:0/3:0/4:3/5:15/6:1/7:10/8:3/9:6/10:3/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,도깨비부채,도깨비부채,Rodgersia podophylla,,Saxifragaceae,자생식물,558,4~8월,여름,흔함,263,1:2/2:0/3:1/4:59/5:69/6:46/7:35/8:30/9:18/10:2/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,새완두,새완두,Vicia hirsuta,,Fabaceae,자생식물,558,4~5월,봄,흔함,188,1:0/2:0/3:4/4:78/5:79/6:15/7:4/8:2/9:4/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,흰진범,흰진범,Aconitum longecassidatum,,Ranunculaceae,자생식물,557,8~9월,가을,흔함,214,1:9/2:0/3:4/4:33/5:21/6:7/7:11/8:56/9:62/10:10/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,갯사상자,갯사상자,Cnidium japonicum,,Apiaceae,자생식물,552,6~10월,여름,흔함,101,1:8/2:0/3:0/4:4/5:7/6:13/7:18/8:9/9:23/10:17/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
112,나팔꽃,나팔꽃,Ipomoea nil,,Convolvulaceae,외래식물,550,7~10월,가을,흔함,196,1:11/2:0/3:0/4:3/5:2/6:8/7:26/8:45/9:68/10:29/11:4/12:0,GBIF관찰+KPNI정명,Y,,보라,담장·울타리,중,"메꽃,애기나팔꽃"
183,벌개미취,벌개미취,Aster koraiensis,,Asteraceae,자생식물,546,7~9월,여름,흔함,257,1:13/2:0/3:0/4:13/5:22/6:11/7:32/8:54/9:88/10:22/11:2/12:0,GBIF관찰+KPNI정명,Y,,보라,도로변·공원,상,"쑥부쟁이,개미취"
,일본목련,일본목련,Magnolia obovata,,Magnoliaceae,재배식물,545,4~6월,봄,흔함,420,1:4/2:3/3:5/4:48/5:110/6:47/7:26/8:15/9:80/10:65/11:15/12:2,GBIF관찰+KPNI정명,,,,,,
,여우콩,여우콩,Rhynchosia volubilis,,Fabaceae,자생식물,544,5~10월,여름,흔함,193,1:23/2:5/3:1/4:10/5:15/6:19/7:19/8:41/9:31/10:20/11:9/12:0,GBIF관찰+KPNI정명,,,,,,
,개산초,개산초,Zanthoxylum armatum,,Rutaceae,자생식물,544,,,흔함,123,1:3/2:9/3:8/4:16/5:19/6:18/7:8/8:11/9:7/10:13/11:9/12:2,GBIF관찰+KPNI정명,,,,,,
,는쟁이냉이,는쟁이냉이,Cardamine komarovii,,Brassicaceae,자생식물,543,4~5월,봄,흔함,115,1:5/2:0/3:5/4:45/5:38/6:9/7:6/8:0/9:2/10:5/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,당개지치,당개지치,Brachybotrys paridiformis,,Boraginaceae,자생식물,542,5월,봄,흔함,155,1:1/2:0/3:0/4:25/5:79/6:17/7:16/8:11/9:3/10:2/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,등수국,등수국,Hydrangea petiolaris,,Saxifragaceae,자생식물,542,4~9월,여름,흔함,87,1:1/2:0/3:1/4:17/5:12/6:16/7:13/8:15/9:8/10:4/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,메밀,메밀,Fagopyrum esculentum,,Polygonaceae,재배식물,540,6~10월,여름,흔함,114,1:7/2:0/3:0/4:3/5:8/6:18/7:24/8:22/9:20/10:9/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,산짚신나물,산짚신나물,Agrimonia coreana,,Rosaceae,자생식물,534,7~9월,여름,흔함,163,1:10/2:0/3:0/4:2/5:4/6:7/7:34/8:61/9:30/10:15/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,홀아비바람꽃,홀아비바람꽃,Anemone koraiensis,,Ranunculaceae,자생식물,533,4~5월,봄,흔함,117,1:0/2:0/3:0/4:59/5:50/6:4/7:0/8:1/9:3/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,들메나무,들메나무,Fraxinus mandshurica,,Oleaceae,자생식물,533,5~9월,여름,흔함,105,1:0/2:1/3:1/4:2/5:24/6:25/7:22/8:14/9:11/10:4/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,감나무,감나무,Diospyros kaki,,Ebenaceae,재배식물,531,5~9월,여름,흔함,200,1:14/2:0/3:2/4:14/5:29/6:44/7:27/8:26/9:28/10:13/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,모새나무,모새나무,Vaccinium bracteatum,,Ericaceae,자생식물,530,5~6월,여름,흔함,90,1:3/2:1/3:7/4:6/5:10/6:24/7:8/8:6/9:2/10:14/11:8/12:1,GBIF관찰+KPNI정명,,,,,,
,좀비비추,좀비비추,Hosta minor,,Liliaceae,자생식물,529,5~10월,여름,흔함,121,1:6/2:0/3:0/4:7/5:17/6:19/7:27/8:17/9:15/10:11/11:1/12:1,GBIF관찰+KPNI정명,,,,,,
,붉나무,붉나무,Rhus chinensis,,Anacardiaceae,자생식물,529,5~10월,여름,흔함,226,1:4/2:2/3:4/4:8/5:46/6:35/7:40/8:36/9:23/10:24/11:4/12:0,GBIF관찰+KPNI정명,,,,,,
42,자주광대나물,자주광대나물,Lamium purpureum,,Lamiaceae,외래식물,528,3~4월,봄,흔함,292,1:3/2:12/3:98/4:150/5:17/6:1/7:1/8:0/9:1/10:1/11:5/12:3,GBIF관찰+KPNI정명,Y,,보라,길가·공터,상,광대나물
,갈매나무,갈매나무,Rhamnus davurica,,Rhamnaceae,자생식물,528,,,흔함,6,1:0/2:0/3:0/4:0/5:0/6:2/7:0/8:3/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,부게꽃나무,부게꽃나무,Acer ukurunduense,,Aceraceae,자생식물,526,4~9월,여름,흔함,59,1:0/2:0/3:0/4:6/5:9/6:16/7:12/8:9/9:6/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,박태기나무,박태기나무,Cercis chinensis,,Fabaceae,재배식물,523,4월,봄,흔함,111,1:1/2:1/3:7/4:38/5:8/6:15/7:10/8:6/9:5/10:15/11:5/12:0,GBIF관찰+KPNI정명,,,,,,
66,노랑꽃창포,노랑꽃창포,Iris pseudacorus,,Iridaceae,재배식물,522,5월,봄,흔함,307,1:1/2:0/3:1/4:12/5:184/6:57/7:9/8:5/9:13/10:24/11:1/12:0,GBIF관찰+KPNI정명,Y,,노랑,물가·수변공원,중,꽃창포
,자주쓴풀,자주쓴풀,Swertia pseudochinensis,,Gentianaceae,자생식물,521,9~10월,가을,흔함,167,1:38/2:0/3:0/4:2/5:1/6:3/7:5/8:8/9:29/10:73/11:8/12:0,GBIF관찰+KPNI정명,,,,,,
,벳지,벳지,Vicia villosa,,Fabaceae,외래식물,520,5월,봄,흔함,182,1:1/2:0/3:4/4:17/5:93/6:30/7:13/8:9/9:6/10:5/11:4/12:0,GBIF관찰+KPNI정명,,,,,,
,붉은정향나무,붉은정향나무,Syringa villosa,,Oleaceae,자생식물,519,4~7월,여름,흔함,77,1:0/2:0/3:0/4:16/5:20/6:20/7:12/8:3/9:6/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
54,자운영,자운영,Astragalus sinicus,,Fabaceae,재배식물,516,4~5월,봄,흔함,155,1:0/2:0/3:9/4:62/5:65/6:8/7:2/8:3/9:4/10:2/11:0/12:0,GBIF관찰+KPNI정명,Y,,분홍,논·밭 (남부),중,붉은토끼풀
,민둥갈퀴,민둥갈퀴,Galium kinuta,,Rubiaceae,자생식물,515,6~9월,여름,흔함,101,1:4/2:0/3:1/4:3/5:7/6:21/7:23/8:21/9:14/10:7/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,한련초,한련초,Eclipta thermalis,,Asteraceae,외래식물,512,,,흔함,0,,GBIF관찰+KPNI정명,,,,,,
62,앵초,앵초,Primula sieboldii,,Primulaceae,자생식물,512,4~5월,봄,흔함,189,1:1/2:0/3:7/4:103/5:54/6:16/7:4/8:2/9:1/10:1/11:0/12:0,GBIF관찰+KPNI정명,Y,,분홍,산지 습지,중,-
,대추나무,대추나무,Ziziphus jujuba,,Rhamnaceae,재배식물,512,5~10월,여름,흔함,155,1:1/2:0/3:0/4:6/5:17/6:42/7:16/8:26/9:29/10:15/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,좀담배풀,좀담배풀,Carpesium cernuum,,Asteraceae,자생식물,510,8~9월,가을,흔함,196,1:11/2:0/3:0/4:11/5:7/6:11/7:18/8:63/9:64/10:11/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,생달나무,생달나무,Cinnamomum chekiangense,,Lauraceae,자생식물,510,,,흔함,19,1:0/2:2/3:0/4:3/5:12/6:1/7:0/8:0/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,병아리난초,병아리난초,Hemipilia gracilis,,Orchidaceae,자생식물,509,6~7월,여름,흔함,170,1:7/2:0/3:0/4:3/5:6/6:69/7:50/8:18/9:12/10:4/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,솜양지꽃,솜양지꽃,Potentilla discolor,,Rosaceae,자생식물,509,4~6월,봄,흔함,138,1:0/2:0/3:3/4:31/5:61/6:28/7:11/8:3/9:1/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,개발나물,개발나물,Sium suave,,Apiaceae,자생식물,509,5~10월,여름,흔함,154,1:19/2:0/3:0/4:6/5:11/6:26/7:23/8:26/9:31/10:12/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,개사상자,개사상자,Torilis scabra,,Apiaceae,자생식물,507,5~7월,여름,흔함,91,1:0/2:0/3:1/4:5/5:16/6:24/7:25/8:4/9:11/10:5/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,참골무꽃,참골무꽃,Scutellaria strigillosa,,Lamiaceae,자생식물,505,6~9월,여름,흔함,130,1:5/2:0/3:0/4:3/5:12/6:38/7:29/8:19/9:15/10:9/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
6,매화,매실나무,Prunus mume,,Rosaceae,재배식물,503,3월,봄,흔함,258,1:14/2:28/3:106/4:31/5:30/6:22/7:9/8:2/9:8/10:8/11:0/12:0,GBIF관찰+KPNI정명,Y,,흰색,공원·정원,상,"벚꽃,살구꽃"
,애기달맞이꽃,애기달맞이꽃,Oenothera laciniata,,Onagraceae,외래식물,499,11월,가을,흔함,138,1:9/2:0/3:0/4:15/5:16/6:21/7:25/8:4/9:9/10:10/11:29/12:0,GBIF관찰+KPNI정명,,,,,,
,너도바람꽃,너도바람꽃,Eranthis stellata,,Ranunculaceae,자생식물,496,3~5월,봄,흔함,228,1:0/2:9/3:63/4:104/5:45/6:3/7:0/8:2/9:2/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,말나리,말나리,Lilium distichum,,Liliaceae,자생식물,496,7~8월,여름,흔함,115,1:0/2:0/3:0/4:11/5:18/6:7/7:53/8:19/9:3/10:4/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,해변싸리,해변싸리,Lespedeza maritima,,Fabaceae,자생식물,494,9월,가을,흔함,166,1:23/2:0/3:0/4:4/5:26/6:22/7:24/8:13/9:43/10:5/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
,좀땅비싸리,좀땅비싸리,Indigofera koreana,,Fabaceae,자생식물,492,4~6월,봄,흔함,68,1:0/2:0/3:0/4:14/5:29/6:13/7:1/8:2/9:2/10:7/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,흰여뀌,흰여뀌,Persicaria lapathifolia,,Polygonaceae,자생식물,491,8~9월,가을,흔함,35,1:0/2:0/3:0/4:0/5:0/6:0/7:1/8:12/9:17/10:5/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,복장나무,복장나무,Acer mandshuricum,,Aceraceae,자생식물,490,5~9월,여름,흔함,92,1:1/2:0/3:0/4:5/5:25/6:14/7:16/8:12/9:12/10:6/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,달래,달래,Allium monanthum,,Liliaceae,자생식물,488,4월,봄,흔함,184,1:10/2:1/3:23/4:99/5:30/6:11/7:1/8:2/9:5/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,덩굴개별꽃,덩굴개별꽃,Pseudostellaria davidii,,Caryophyllaceae,자생식물,488,4~5월,봄,흔함,112,1:5/2:0/3:0/4:20/5:43/6:13/7:9/8:9/9:13/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,좀씀바귀,좀씀바귀,Ixeris stolonifera,,Asteraceae,자생식물,487,4~5월,봄,흔함,179,1:5/2:1/3:2/4:33/5:62/6:16/7:17/8:6/9:19/10:12/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
,천문동,천문동,Asparagus cochinchinensis,,Liliaceae,자생식물,486,5~7월,여름,흔함,157,1:15/2:0/3:0/4:8/5:41/6:31/7:18/8:12/9:14/10:8/11:6/12:4,GBIF관찰+KPNI정명,,,,,,
,금강제비꽃,금강제비꽃,Viola diamantiaca,,Violaceae,자생식물,486,4~8월,여름,흔함,146,1:5/2:0/3:0/4:29/5:41/6:18/7:19/8:17/9:13/10:3/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,북범꼬리,북범꼬리,Bistorta manshuriensis,,Polygonaceae,자생식물,483,6~7월,여름,흔함,84,1:0/2:0/3:0/4:3/5:3/6:26/7:33/8:11/9:3/10:4/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
