도감번호,이름,KPNI국명,학명,관찰기준학명,과,자생구분,관찰건수,개화기_초안,계절_초안,희귀도_초안,관찰합계,관찰월분포,출처,기존200종,기존학명_낡음,대표색,주요서식지,AI난이도,비슷한꽃
,벗풀,벗풀,Sagittaria trifolia,,Alismataceae,자생식물,925,7~9월,여름,흔함,113,1:1/2:0/3:0/4:4/5:2/6:2/7:27/8:34/9:35/10:8/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,호제비꽃,호제비꽃,Viola philippica,,Violaceae,자생식물,925,4월,봄,흔함,433,1:6/2:0/3:66/4:235/5:48/6:15/7:11/8:13/9:19/10:7/11:13/12:0,GBIF관찰+KPNI정명,,,,,,
,가죽나무,가죽나무,Ailanthus altissima,,Simaroubaceae,재배식물,922,5~10월,여름,흔함,461,1:2/2:3/3:5/4:25/5:48/6:86/7:87/8:69/9:63/10:59/11:8/12:6,GBIF관찰+KPNI정명,,,,,,
,흰젖제비꽃,흰젖제비꽃,Viola lactiflora,,Violaceae,자생식물,921,4월,봄,흔함,284,1:4/2:0/3:8/4:165/5:44/6:17/7:5/8:8/9:11/10:14/11:8/12:0,GBIF관찰+KPNI정명,,,,,,
,얼치기완두,얼치기완두,Vicia tetrasperma,,Fabaceae,자생식물,917,4~5월,봄,흔함,350,1:2/2:0/3:12/4:100/5:160/6:32/7:13/8:9/9:8/10:6/11:8/12:0,GBIF관찰+KPNI정명,,,,,,
,뱀무,뱀무,Geum japonicum,,Rosaceae,자생식물,912,6~8월,여름,흔함,297,1:3/2:0/3:2/4:15/5:26/6:57/7:93/8:57/9:31/10:11/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,서양금혼초,서양금혼초,Hypochaeris radicata,,Asteraceae,외래식물,911,4~7월,여름,흔함,315,1:6/2:0/3:6/4:51/5:49/6:73/7:33/8:19/9:35/10:19/11:21/12:3,GBIF관찰+KPNI정명,,,,,,
,큰개현삼,큰개현삼,Scrophularia kakudensis,,Scrophulariaceae,자생식물,910,7~9월,여름,흔함,237,1:17/2:0/3:0/4:5/5:22/6:15/7:53/8:65/9:47/10:6/11:7/12:0,GBIF관찰+KPNI정명,,,,,,
,갓,갓,Brassica juncea,,Brassicaceae,재배식물,907,4~5월,봄,흔함,320,1:10/2:1/3:17/4:115/5:85/6:31/7:14/8:11/9:9/10:14/11:11/12:2,GBIF관찰+KPNI정명,,,,,,
,왕버들,왕버들,Salix chaenomeloides,,Salicaceae,자생식물,907,4~5월,봄,흔함,235,1:8/2:2/3:7/4:39/5:78/6:25/7:20/8:23/9:10/10:19/11:4/12:0,GBIF관찰+KPNI정명,,,,,,
,미국나팔꽃,미국나팔꽃,Ipomoea hederacea,,Convolvulaceae,외래식물,906,8~10월,가을,흔함,393,1:27/2:2/3:0/4:0/5:0/6:9/7:24/8:80/9:144/10:99/11:8/12:0,GBIF관찰+KPNI정명,,,,,,
,멀구슬나무,멀구슬나무,Melia azedarach,,Meliaceae,재배식물,903,,,흔함,421,1:22/2:13/3:9/4:38/5:79/6:57/7:52/8:31/9:51/10:40/11:23/12:6,GBIF관찰+KPNI정명,,,,,,
185,개미취,개미취,Aster tataricus,,Asteraceae,자생식물,898,8~9월,가을,흔함,385,1:54/2:0/3:0/4:9/5:27/6:25/7:35/8:65/9:129/10:40/11:1/12:0,기존200종(관찰기록없음),Y,,보라,산지·화단,상,벌개미취
,긴사상자,긴사상자,Osmorhiza aristata,,Apiaceae,자생식물,897,4~7월,여름,흔함,208,1:3/2:0/3:1/4:33/5:69/6:41/7:31/8:14/9:13/10:3/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,조밥나물,조밥나물,Hieracium umbellatum,,Asteraceae,자생식물,896,7~9월,여름,흔함,346,1:44/2:0/3:0/4:8/5:20/6:15/7:42/8:90/9:105/10:20/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,수염가래꽃,수염가래꽃,Lobelia chinensis,,Campanulaceae,자생식물,892,5~10월,여름,흔함,236,1:17/2:0/3:0/4:7/5:19/6:43/7:45/8:31/9:54/10:19/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,아그배나무,아그배나무,Malus toringo,,Rosaceae,자생식물,882,4~9월,여름,흔함,155,1:7/2:0/3:8/4:33/5:38/6:15/7:16/8:14/9:14/10:9/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,활량나물,활량나물,Lathyrus davidii,,Fabaceae,자생식물,881,6~8월,여름,흔함,330,1:11/2:0/3:0/4:17/5:35/6:44/7:113/8:68/9:36/10:6/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,외대으아리,외대으아리,Clematis brachyura,,Ranunculaceae,자생식물,880,5~6월,여름,흔함,193,1:4/2:0/3:1/4:6/5:54/6:57/7:16/8:21/9:22/10:10/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,키버들,키버들,Salix koriyanagi,,Salicaceae,자생식물,877,4~5월,봄,흔함,341,1:14/2:1/3:27/4:110/5:55/6:33/7:40/8:34/9:22/10:4/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,시닥나무,시닥나무,Acer komarovii,,Aceraceae,자생식물,876,5~7월,여름,흔함,131,1:1/2:0/3:0/4:10/5:46/6:21/7:21/8:10/9:16/10:6/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,상동나무,상동나무,Sageretia thea,,Rhamnaceae,자생식물,876,,,흔함,197,1:19/2:2/3:1/4:31/5:26/6:21/7:21/8:12/9:30/10:16/11:18/12:0,GBIF관찰+KPNI정명,,,,,,
,궁궁이,궁궁이,Angelica polymorpha,,Apiaceae,자생식물,871,8~9월,가을,흔함,326,1:31/2:0/3:3/4:20/5:24/6:13/7:28/8:59/9:109/10:31/11:8/12:0,GBIF관찰+KPNI정명,,,,,,
,말채나무,말채나무,Cornus walteri,,Cornaceae,자생식물,862,5~9월,여름,흔함,241,1:9/2:3/3:3/4:10/5:44/6:56/7:44/8:30/9:20/10:17/11:5/12:0,GBIF관찰+KPNI정명,,,,,,
,층꽃나무,층꽃나무,Caryopteris incana,,Verbenaceae,자생식물,853,9~10월,가을,흔함,391,1:51/2:3/3:4/4:19/5:27/6:36/7:18/8:21/9:123/10:68/11:18/12:3,GBIF관찰+KPNI정명,,,,,,
,울산도깨비바늘,울산도깨비바늘,Bidens pilosa,,Asteraceae,외래식물,852,9~11월,가을,흔함,323,1:12/2:0/3:0/4:4/5:9/6:19/7:24/8:21/9:92/10:92/11:49/12:1,GBIF관찰+KPNI정명,,,,,,
,털괭이눈,털괭이눈,Chrysosplenium pilosum,,Saxifragaceae,자생식물,852,3~5월,봄,흔함,290,1:0/2:1/3:45/4:124/5:69/6:28/7:7/8:5/9:7/10:3/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,큰도꼬마리,큰도꼬마리,Xanthium orientale,,Asteraceae,외래식물,851,9~10월,가을,흔함,238,1:15/2:1/3:1/4:18/5:2/6:10/7:25/8:19/9:64/10:71/11:10/12:2,GBIF관찰+KPNI정명,,,,,,
,돌단풍,돌단풍,Mukdenia rossii,,Saxifragaceae,자생식물,849,4~5월,봄,흔함,280,1:2/2:0/3:24/4:113/5:51/6:31/7:24/8:16/9:13/10:6/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,긴담배풀,긴담배풀,Carpesium divaricatum,,Asteraceae,자생식물,848,7~9월,여름,흔함,313,1:16/2:0/3:1/4:5/5:16/6:12/7:38/8:103/9:86/10:34/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,큰앵초,큰앵초,Primula jesoana,,Primulaceae,자생식물,848,5~6월,여름,흔함,119,1:1/2:0/3:0/4:6/5:65/6:33/7:5/8:6/9:3/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,금강애기나리,금강애기나리,Streptopus ovalis,,Liliaceae,자생식물,846,5~6월,여름,흔함,87,1:1/2:0/3:0/4:3/5:34/6:24/7:9/8:10/9:6/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,복자기,복자기,Acer triflorum,,Aceraceae,자생식물,845,,,흔함,336,1:8/2:2/3:5/4:41/5:56/6:41/7:45/8:31/9:45/10:51/11:10/12:1,GBIF관찰+KPNI정명,,,,,,
,고려엉겅퀴,고려엉겅퀴,Cirsium setidens,,Asteraceae,자생식물,844,8~9월,가을,흔함,329,1:56/2:0/3:0/4:2/5:12/6:13/7:21/8:46/9:127/10:44/11:8/12:0,GBIF관찰+KPNI정명,,,,,,
,뚱딴지,뚱딴지,Helianthus tuberosus,,Asteraceae,재배식물,844,9~10월,가을,흔함,469,1:46/2:0/3:1/4:5/5:54/6:82/7:28/8:23/9:135/10:84/11:10/12:1,GBIF관찰+KPNI정명,,,,,,
,매화노루발,매화노루발,Chimaphila japonica,,Pyrolaceae,자생식물,840,5~6월,여름,흔함,282,1:10/2:3/3:18/4:28/5:49/6:98/7:34/8:24/9:9/10:6/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,나도냉이,나도냉이,Barbarea orthoceras,,Brassicaceae,자생식물,838,4~5월,봄,흔함,246,1:0/2:0/3:2/4:58/5:110/6:38/7:13/8:14/9:7/10:3/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,담배풀,담배풀,Carpesium abrotanoides,,Asteraceae,자생식물,834,8~10월,가을,흔함,411,1:34/2:0/3:4/4:35/5:43/6:30/7:30/8:83/9:100/10:46/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
,매발톱나무,매발톱나무,Berberis amurensis,,Berberidaceae,자생식물,833,5~9월,여름,흔함,58,1:4/2:0/3:1/4:5/5:15/6:7/7:9/8:7/9:7/10:2/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,산씀바귀,산씀바귀,Lactuca raddeana,,Asteraceae,자생식물,832,7~9월,여름,흔함,319,1:14/2:0/3:3/4:7/5:28/6:23/7:60/8:104/9:74/10:5/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,곰의말채나무,곰의말채나무,Cornus macrophylla,,Cornaceae,자생식물,821,4~9월,여름,흔함,233,1:3/2:1/3:3/4:20/5:42/6:51/7:30/8:43/9:23/10:15/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,들정향나무,들정향나무,Syringa reticulata,,Oleaceae,재배식물,819,5~7월,여름,흔함,100,1:2/2:0/3:0/4:3/5:18/6:38/7:22/8:6/9:7/10:2/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,수리취,수리취,Synurus deltoides,,Asteraceae,자생식물,814,7~10월,가을,흔함,316,1:44/2:0/3:1/4:14/5:34/6:25/7:33/8:57/9:75/10:32/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
135,까치수염,까치수염,Lysimachia barystachys,,Primulaceae,자생식물,813,5~8월,여름,흔함,256,1:6/2:0/3:0/4:12/5:51/6:78/7:57/8:33/9:14/10:4/11:1/12:0,GBIF관찰+KPNI정명,Y,,흰색,풀밭,상,큰까치수염
,산가막살나무,산가막살나무,Viburnum wrightii,,Caprifoliaceae,자생식물,811,5~6월,여름,흔함,166,1:12/2:0/3:0/4:10/5:60/6:28/7:15/8:11/9:18/10:12/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,돌채송화,돌채송화,Sedum japonicum,,Crassulaceae,자생식물,808,4~7월,여름,흔함,186,1:2/2:3/3:7/4:16/5:44/6:44/7:30/8:8/9:16/10:11/11:4/12:1,GBIF관찰+KPNI정명,,,,,,
,수양버들,수양버들,Salix babylonica,,Salicaceae,재배식물,807,,,흔함,118,1:3/2:1/3:8/4:21/5:10/6:21/7:8/8:10/9:11/10:19/11:6/12:0,GBIF관찰+KPNI정명,,,,,,
,까치고들빼기,까치고들빼기,Crepidiastrum chelidoniifolium,,Asteraceae,자생식물,803,7~9월,여름,흔함,266,1:26/2:0/3:0/4:7/5:26/6:18/7:37/8:50/9:87/10:13/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,미국까마중,미국까마중,Solanum americanum,,Solanaceae,외래식물,801,9~10월,가을,흔함,236,1:15/2:2/3:0/4:3/5:5/6:11/7:13/8:15/9:60/10:94/11:18/12:0,GBIF관찰+KPNI정명,,,,,,
,묏미나리,묏미나리,Ostericum sieboldii,,Apiaceae,자생식물,797,9월,가을,흔함,224,1:24/2:0/3:1/4:5/5:11/6:20/7:11/8:22/9:96/10:29/11:5/12:0,GBIF관찰+KPNI정명,,,,,,
110,코스모스,코스모스,Cosmos bipinnatus,,Asteraceae,재배식물,796,9~10월,가을,흔함,495,1:35/2:1/3:3/4:7/5:18/6:38/7:56/8:46/9:118/10:138/11:33/12:2,GBIF관찰+KPNI정명,Y,,분홍,하천변·길가,하,노랑코스모스
,꼬리조팝나무,꼬리조팝나무,Spiraea salicifolia,,Rosaceae,자생식물,795,7~9월,여름,흔함,305,1:5/2:0/3:0/4:9/5:15/6:38/7:119/8:60/9:43/10:13/11:3/12:0,GBIF관찰+KPNI정명,,,,,,
,꽃받이,꽃받이,Bothriospermum zeylanicum,,Boraginaceae,자생식물,793,4~5월,봄,흔함,406,1:0/2:0/3:27/4:190/5:108/6:54/7:6/8:3/9:3/10:8/11:7/12:0,GBIF관찰+KPNI정명,,,,,,
,까마귀베개,까마귀베개,Rhamnella franguloides,,Rhamnaceae,자생식물,793,5~9월,여름,흔함,232,1:4/2:0/3:1/4:8/5:24/6:60/7:43/8:47/9:32/10:12/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,애기고추나물,애기고추나물,Hypericum japonicum,,Clusiaceae,자생식물,785,7~10월,가을,흔함,260,1:20/2:0/3:1/4:4/5:3/6:23/7:57/8:78/9:44/10:28/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,은분취,은분취,Saussurea gracilis,,Asteraceae,자생식물,782,5~10월,여름,흔함,188,1:23/2:0/3:1/4:7/5:16/6:19/7:31/8:29/9:44/10:18/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,중대가리풀,중대가리풀,Centipeda minima,,Asteraceae,자생식물,779,7~10월,가을,흔함,373,1:38/2:0/3:1/4:11/5:7/6:28/7:68/8:74/9:102/10:39/11:5/12:0,GBIF관찰+KPNI정명,,,,,,
,동의나물,동의나물,Caltha palustris,,Ranunculaceae,자생식물,769,4~5월,봄,흔함,181,1:0/2:0/3:3/4:65/5:72/6:20/7:7/8:6/9:4/10:4/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,자귀풀,자귀풀,Aeschynomene indica,,Fabaceae,자생식물,764,7~10월,가을,흔함,351,1:29/2:0/3:0/4:4/5:8/6:22/7:58/8:94/9:94/10:40/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,좀사철나무,좀사철나무,Euonymus fortunei,,Celastraceae,자생식물,764,,,흔함,260,1:9/2:5/3:22/4:53/5:33/6:34/7:19/8:21/9:21/10:18/11:23/12:2,GBIF관찰+KPNI정명,,,,,,
,개미자리,개미자리,Sagina japonica,,Caryophyllaceae,자생식물,763,4~7월,여름,흔함,250,1:3/2:3/3:7/4:45/5:60/6:59/7:37/8:10/9:14/10:5/11:7/12:0,GBIF관찰+KPNI정명,,,,,,
,검종덩굴,검종덩굴,Clematis fusca,,Ranunculaceae,자생식물,761,5~8월,여름,흔함,178,1:4/2:0/3:1/4:13/5:38/6:47/7:42/8:22/9:7/10:4/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,보춘화,보춘화,Cymbidium goeringii,,Orchidaceae,자생식물,756,3~5월,봄,흔함,347,1:18/2:6/3:85/4:116/5:55/6:19/7:5/8:11/9:10/10:12/11:9/12:1,GBIF관찰+KPNI변종정명,,,,,,
,물머위,물머위,Adenostemma lavenia,,Asteraceae,자생식물,755,,,흔함,11,1:0/2:0/3:0/4:0/5:0/6:2/7:1/8:5/9:3/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,개불알풀,개불알풀,Veronica polita,,Scrophulariaceae,외래식물,755,3~5월,봄,흔함,254,1:8/2:8/3:75/4:81/5:42/6:16/7:3/8:6/9:8/10:5/11:1/12:1,GBIF관찰+KPNI정명,,,,,,
,꽝꽝나무,꽝꽝나무,Ilex crenata,,Aquifoliaceae,자생식물,753,,,흔함,293,1:21/2:14/3:33/4:31/5:36/6:37/7:22/8:15/9:22/10:24/11:32/12:6,GBIF관찰+KPNI정명,,,,,,
,전동싸리,전동싸리,Melilotus suaveolens,,Fabaceae,외래식물,745,5~9월,여름,흔함,152,1:5/2:0/3:0/4:9/5:22/6:26/7:30/8:29/9:21/10:10/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,옥잠난초,옥잠난초,Liparis kumokiri,,Orchidaceae,자생식물,743,6~8월,여름,흔함,374,1:11/2:0/3:0/4:6/5:22/6:128/7:114/8:49/9:35/10:9/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,세잎종덩굴,세잎종덩굴,Clematis koreana,,Ranunculaceae,자생식물,742,6~9월,여름,흔함,81,1:2/2:0/3:0/4:1/5:8/6:25/7:22/8:12/9:10/10:1/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
22,등나무,등,Wisteria floribunda,,Fabaceae,자생식물,742,4~6월,봄,흔함,280,1:8/2:0/3:3/4:56/5:79/6:36/7:18/8:24/9:27/10:23/11:5/12:1,GBIF관찰+KPNI정명,Y,,보라,공원 그늘막·정자,하,칡꽃
,톱풀,톱풀,Achillea alpina,,Asteraceae,자생식물,741,6~9월,여름,흔함,141,1:10/2:0/3:1/4:4/5:9/6:15/7:34/8:32/9:26/10:8/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,갯기름나물,갯기름나물,Peucedanum japonicum,,Apiaceae,자생식물,741,4~7월,여름,흔함,201,1:2/2:2/3:2/4:19/5:20/6:42/7:37/8:7/9:17/10:27/11:26/12:0,GBIF관찰+KPNI정명,,,,,,
,새삼,새삼,Cuscuta japonica,,Convolvulaceae,자생식물,740,7~9월,여름,흔함,349,1:47/2:0/3:3/4:4/5:5/6:15/7:48/8:84/9:108/10:33/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,염주괴불주머니,염주괴불주머니,Corydalis heterocarpa,,Fumariaceae,자생식물,736,4~6월,봄,흔함,222,1:0/2:0/3:1/4:41/5:99/6:43/7:15/8:6/9:11/10:4/11:1/12:1,GBIF관찰+KPNI정명,,,,,,
,나래회나무,나래회나무,Euonymus macropterus,,Celastraceae,자생식물,736,5~7월,여름,흔함,138,1:5/2:0/3:0/4:11/5:42/6:22/7:26/8:8/9:19/10:4/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,은난초,은난초,Cephalanthera erecta,,Orchidaceae,자생식물,735,5월,봄,흔함,265,1:5/2:0/3:0/4:19/5:151/6:39/7:19/8:10/9:11/10:11/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,장딸기,장딸기,Rubus hirsutus,,Rosaceae,자생식물,727,4~5월,봄,흔함,237,1:7/2:3/3:13/4:69/5:67/6:24/7:10/8:8/9:15/10:7/11:14/12:0,GBIF관찰+KPNI정명,,,,,,
60,복수초,복수초,Adonis amurensis,,Ranunculaceae,자생식물,720,3~5월,봄,흔함,150,1:0/2:9/3:47/4:65/5:27/6:0/7:1/8:1/9:0/10:0/11:0/12:0,GBIF관찰+KPNI정명,Y,,노랑,산지 숲,중,-
,금붓꽃,금붓꽃,Iris minutoaurea,,Iridaceae,자생식물,720,4월,봄,흔함,177,1:0/2:0/3:1/4:135/5:25/6:8/7:3/8:2/9:3/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
103,실망초,실망초,Erigeron bonariensis,,Asteraceae,외래식물,718,6~10월,여름,흔함,190,1:25/2:0/3:1/4:4/5:11/6:20/7:20/8:32/9:50/10:22/11:5/12:0,GBIF관찰+KPNI정명,Y,Conyza bonariensis,흰색,공터,상,망초
,말똥비름,말똥비름,Sedum bulbiferum,,Crassulaceae,자생식물,718,5~6월,여름,흔함,264,1:3/2:0/3:13/4:20/5:89/6:89/7:15/8:6/9:9/10:13/11:7/12:0,GBIF관찰+KPNI정명,,,,,,
,애기메꽃,애기메꽃,Calystegia hederacea,,Convolvulaceae,자생식물,716,5~8월,여름,흔함,248,1:3/2:0/3:0/4:8/5:64/6:72/7:42/8:27/9:21/10:11/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,구슬붕이,구슬붕이,Gentiana squarrosa,,Gentianaceae,자생식물,716,4~5월,봄,흔함,164,1:0/2:2/3:2/4:46/5:74/6:23/7:6/8:7/9:4/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,털이슬,털이슬,Circaea mollis,,Onagraceae,자생식물,706,8~9월,가을,흔함,295,1:13/2:0/3:1/4:5/5:4/6:14/7:40/8:125/9:77/10:14/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,송장풀,송장풀,Leonurus macranthus,,Lamiaceae,자생식물,706,8~9월,가을,흔함,227,1:9/2:0/3:0/4:0/5:6/6:9/7:23/8:103/9:63/10:13/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,만수국아재비,만수국아재비,Tagetes minuta,,Asteraceae,외래식물,703,10~11월,가을,흔함,253,1:45/2:1/3:1/4:11/5:3/6:12/7:8/8:10/9:25/10:87/11:48/12:2,GBIF관찰+KPNI정명,,,,,,
,털부처꽃,털부처꽃,Lythrum salicaria,,Lythraceae,자생식물,699,7~9월,여름,흔함,288,1:13/2:0/3:0/4:4/5:7/6:26/7:101/8:86/9:42/10:8/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,감자난초,감자난초,Oreorchis patens,,Orchidaceae,자생식물,698,5월,봄,흔함,196,1:1/2:0/3:3/4:29/5:111/6:35/7:2/8:2/9:9/10:4/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,북방산비장이,북방산비장이,Serratula coronata,,Asteraceae,자생식물,694,8~10월,가을,흔함,279,1:43/2:0/3:0/4:9/5:9/6:18/7:15/8:72/9:77/10:34/11:2/12:0,GBIF관찰+KPNI정명,,,,,,
,좀작살나무,좀작살나무,Callicarpa dichotoma,,Verbenaceae,자생식물,691,6~10월,여름,흔함,340,1:18/2:2/3:0/4:8/5:25/6:60/7:44/8:33/9:73/10:66/11:8/12:3,GBIF관찰+KPNI정명,,,,,,
,구릿대,구릿대,Angelica dahurica,,Apiaceae,자생식물,690,7~9월,여름,흔함,253,1:5/2:0/3:5/4:22/5:15/6:25/7:46/8:80/9:41/10:10/11:4/12:0,GBIF관찰+KPNI변종정명,,,,,,
,눈빛승마,눈빛승마,Actaea dahurica,,Ranunculaceae,자생식물,689,4~9월,여름,흔함,349,1:7/2:0/3:3/4:32/5:44/6:33/7:50/8:68/9:86/10:25/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,금마타리,금마타리,Patrinia saniculifolia,,Valerianaceae,자생식물,689,4~9월,여름,흔함,110,1:0/2:0/3:0/4:9/5:18/6:25/7:18/8:19/9:21/10:0/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,자주개자리,자주개자리,Medicago sativa,,Fabaceae,외래식물,686,5~8월,여름,흔함,208,1:3/2:0/3:0/4:11/5:28/6:66/7:38/8:26/9:15/10:21/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,둥근잎유홍초,둥근잎유홍초,Ipomoea coccinea,,Convolvulaceae,외래식물,685,9~10월,가을,흔함,265,1:18/2:0/3:0/4:1/5:0/6:6/7:16/8:36/9:117/10:64/11:7/12:0,GBIF관찰+KPNI정명,,,,,,
,벌완두,벌완두,Vicia amurensis,,Fabaceae,자생식물,683,6~9월,여름,흔함,263,1:14/2:0/3:0/4:12/5:14/6:35/7:59/8:52/9:72/10:5/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,털장대,털장대,Arabis hirsuta,,Brassicaceae,자생식물,680,5~6월,여름,흔함,110,1:0/2:0/3:1/4:11/5:59/6:25/7:8/8:3/9:1/10:1/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,회리바람꽃,회리바람꽃,Anemone reflexa,,Ranunculaceae,자생식물,679,4~5월,봄,흔함,219,1:0/2:0/3:4/4:117/5:89/6:4/7:0/8:3/9:0/10:2/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,각시둥굴레,각시둥굴레,Polygonatum humile,,Liliaceae,자생식물,677,4~5월,봄,흔함,154,1:6/2:0/3:1/4:34/5:61/6:21/7:12/8:9/9:2/10:8/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,사데풀,사데풀,Sonchus brachyotus,,Asteraceae,자생식물,677,8~10월,가을,흔함,318,1:22/2:0/3:0/4:10/5:8/6:12/7:27/8:52/9:96/10:81/11:9/12:1,GBIF관찰+KPNI정명,,,,,,
,뻐꾹나리,뻐꾹나리,Tricyrtis macropoda,,Liliaceae,자생식물,676,5~9월,여름,흔함,286,1:14/2:0/3:0/4:13/5:38/6:39/7:26/8:73/9:55/10:24/11:4/12:0,GBIF관찰+KPNI정명,,,,,,
,구기자나무,구기자나무,Lycium chinense,,Solanaceae,재배식물,672,,,흔함,258,1:19/2:0/3:2/4:23/5:22/6:24/7:18/8:30/9:51/10:50/11:16/12:3,GBIF관찰+KPNI정명,,,,,,
,도꼬마리,도꼬마리,Xanthium strumarium,,Asteraceae,외래식물,672,9~10월,가을,흔함,207,1:23/2:1/3:3/4:5/5:8/6:19/7:13/8:24/9:70/10:29/11:11/12:1,GBIF관찰+KPNI정명,,,,,,
,굴거리나무,굴거리나무,Daphniphyllum macropodum,,Daphniphyllaceae,자생식물,671,,,흔함,221,1:16/2:7/3:20/4:41/5:22/6:25/7:19/8:29/9:16/10:11/11:9/12:6,GBIF관찰+KPNI정명,,,,,,
143,도라지,도라지,Platycodon grandiflorus,,Campanulaceae,자생식물,671,7~8월,여름,흔함,128,1:0/2:0/3:0/4:0/5:4/6:11/7:57/8:32/9:18/10:6/11:0/12:0,GBIF관찰+KPNI정명,Y,,보라,밭·화단,하,-
,푼지나무,푼지나무,Celastrus flagellaris,,Celastraceae,자생식물,669,4~7월,여름,흔함,274,1:10/2:1/3:2/4:48/5:84/6:41/7:30/8:12/9:16/10:23/11:7/12:0,GBIF관찰+KPNI정명,,,,,,
,보풀,보풀,Sagittaria aginashi,,Alismataceae,자생식물,667,7~9월,여름,흔함,97,1:4/2:0/3:0/4:2/5:3/6:1/7:18/8:30/9:35/10:4/11:0/12:0,GBIF관찰+KPNI정명,,,,,,
,곰취,곰취,Ligularia fischeri,,Asteraceae,자생식물,666,5~9월,여름,흔함,219,1:9/2:0/3:0/4:17/5:28/6:24/7:33/8:56/9:33/10:18/11:1/12:0,GBIF관찰+KPNI정명,,,,,,
,우묵사스레피,우묵사스레피,Eurya emarginata,,Theaceae,자생식물,665,4~7월,여름,흔함,130,1:22/2:2/3:5/4:23/5:11/6:12/7:16/8:6/9:17/10:4/11:6/12:6,GBIF관찰+KPNI정명,,,,,,
,여우팥,여우팥,Dunbaria villosa,,Fabaceae,자생식물,662,7~9월,여름,흔함,233,1:10/2:0/3:0/4:9/5:3/6:15/7:32/8:88/9:59/10:13/11:3/12:1,GBIF관찰+KPNI정명,,,,,,
,갯질경,갯질경,Limonium tetragonum,,Plumbaginaceae,자생식물,661,,,흔함,116,1:1/2:0/3:5/4:8/5:18/6:14/7:14/8:11/9:20/10:15/11:10/12:0,GBIF관찰+KPNI정명,,,,,,
,번행초,번행초,Tetragonia tetragonoides,,Aizoaceae,자생식물,661,,,흔함,222,1:24/2:1/3:0/4:17/5:20/6:38/7:36/8:16/9:30/10:26/11:13/12:1,GBIF관찰+KPNI정명,,,,,,
,털개구리미나리,털개구리미나리,Ranunculus cantoniensis,,Ranunculaceae,자생식물,658,5~6월,여름,흔함,212,1:3/2:0/3:5/4:11/5:61/6:75/7:22/8:11/9:9/10:8/11:7/12:0,GBIF관찰+KPNI정명,,,,,,
